SampleID,RNA-Seq_Sample_Preparation,RNA-Seq_Sequencing_Machine,RNA-Seq_Library_Selection,RNA-Seq_Sequencing_Approach,RNA-Seq_ReadLength_bp,RNA-Seq_StrandedAnalysis_InferExperiment_PeSense,RNA-Seq_StrandedAnalysis_InferExperiment_AntiSense,RNA-Seq_StrandedAnalysis_InferExperiment_Failed,RNA-Seq_Predicted_Strandness_InferExperiment
SJERG004_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4741,0.476,0.0499,Unstranded
SJERG005_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4797,0.4784,0.0419,Unstranded
SJBT030958_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJERG008_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4667,0.4728,0.0605,Unstranded
SJERG009_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4815,0.4794,0.0391,Unstranded
SJERG010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4709,0.4716,0.0575,Unstranded
SJBT030979_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJERG014_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4697,0.472,0.0582,Unstranded
SJBT031034_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJERG020_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4708,0.4704,0.0588,Unstranded
SJERG020051_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4692,0.4676,0.0632,Unstranded
SJERG020052_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4603,0.4611,0.0786,Unstranded
SJERG020299_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4727,0.4761,0.0512,Unstranded
SJERG020300_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4625,0.0696,Unstranded
SJERG020302_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4683,0.4697,0.062,Unstranded
SJERG020303_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4653,0.4657,0.069,Unstranded
SJERG020304_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4869,0.4872,0.0259,Unstranded
SJERG020305_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4648,0.466,0.0692,Unstranded
SJERG020306_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4893,0.4895,0.0212,Unstranded
SJERG020307_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4686,0.4695,0.0619,Unstranded
SJERG020308_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4766,0.4741,0.0493,Unstranded
SJERG020309_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4657,0.4667,0.0676,Unstranded
SJERG021891_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.474,0.4749,0.0511,Unstranded
SJERG024_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4658,0.4647,0.0695,Unstranded
SJERG026_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4713,0.4715,0.0572,Unstranded
SJERG028_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4808,0.4819,0.0373,Unstranded
SJERG029_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4689,0.4736,0.0575,Unstranded
SJERG030_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4694,0.4738,0.0568,Unstranded
SJERG031_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4635,0.4629,0.0736,Unstranded
SJETV001_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4743,0.4799,0.0458,Unstranded
SJETV002_D,Fresh/Frozen,"GAIIX,HiSeq2000",PolyA,Paired_End,101,0.4853,0.4851,0.0296,Unstranded
SJETV003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4737,0.4777,0.0486,Unstranded
SJETV004_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4758,0.4751,0.0491,Unstranded
SJETV010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4709,0.4717,0.0575,Unstranded
SJETV010_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4677,0.469,0.0633,Unstranded
SJETV022_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4772,0.4804,0.0424,Unstranded
SJETV024_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4714,0.4742,0.0544,Unstranded
SJETV025_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4698,0.4718,0.0584,Unstranded
SJETV026_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4755,0.477,0.0475,Unstranded
SJETV027_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4708,0.4771,0.0521,Unstranded
SJETV028_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4789,0.0492,Unstranded
SJETV032_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4722,0.4795,0.0482,Unstranded
SJETV035_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4758,0.4791,0.0451,Unstranded
SJETV036_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4727,0.4737,0.0536,Unstranded
SJETV039_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.474,0.4779,0.0481,Unstranded
SJETV041_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4784,0.4812,0.0404,Unstranded
SJETV043_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.475,0.4765,0.0486,Unstranded
SJETV043_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4717,0.4732,0.0551,Unstranded
SJETV044_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4687,0.4704,0.0609,Unstranded
SJETV045_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4772,0.4802,0.0426,Unstranded
SJETV046_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4711,0.0569,Unstranded
SJETV047_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4771,0.4771,0.0458,Unstranded
SJETV047_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4744,0.4754,0.0502,Unstranded
SJETV047_S,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4777,0.4774,0.0449,Unstranded
SJETV048_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4713,0.4756,0.0531,Unstranded
SJETV059_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4756,0.475,0.0495,Unstranded
SJDSRCT030490_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJETV069_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4704,0.4744,0.0552,Unstranded
SJETV070_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4748,0.4748,0.0504,Unstranded
SJEPD030097_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030388_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030399_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJETV076_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4769,0.4767,0.0464,Unstranded
SJEPD030469_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJETV078_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4768,0.4753,0.0479,Unstranded
SJEPD030512_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030584_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030627_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJETV084_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4736,0.4733,0.0531,Unstranded
SJEPD030655_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJETV086_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.485,0.4842,0.0309,Unstranded
SJEPD030766_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030767_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030770_D1,FFPE,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030782_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJETV095_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4802,0.4797,0.0401,Unstranded
SJEPD030795_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJETV098_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4713,0.4768,0.0518,Unstranded
SJETV136_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4716,0.4752,0.0532,Unstranded
SJETV136_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4749,0.4782,0.0468,Unstranded
SJETV190_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4757,0.4799,0.0444,Unstranded
SJETV190_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4693,0.4746,0.0561,Unstranded
SJETV191_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4716,0.4748,0.0536,Unstranded
SJETV191_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4737,0.4774,0.0489,Unstranded
SJETV195_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.464,0.4645,0.0715,Unstranded
SJEPD030911_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG002_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4835,0.4866,0.0298,Unstranded
SJHGG002_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4766,0.4765,0.047,Unstranded
SJEPD030942_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4886,0.4891,0.0223,Unstranded
SJHGG004_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4746,0.4731,0.0523,Unstranded
SJHGG005_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4635,0.4652,0.0714,Unstranded
SJHGG006_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.482,0.483,0.0349,Unstranded
SJHGG007_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4614,0.4636,0.075,Unstranded
SJHGG008_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4687,0.4703,0.0611,Unstranded
SJHGG009_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4839,0.485,0.031,Unstranded
SJHGG010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4684,0.4695,0.0622,Unstranded
SJHGG011_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4713,0.4726,0.0561,Unstranded
SJHGG012_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4849,0.4891,0.026,Unstranded
SJHGG013_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4724,0.0557,Unstranded
SJHGG014_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4888,0.4904,0.0209,Unstranded
SJHGG015_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4857,0.4857,0.0286,Unstranded
SJHGG016_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4763,0.4794,0.0442,Unstranded
SJHGG017_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4825,0.4863,0.0312,Unstranded
SJHGG019_S,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4863,0.493,0.0207,Unstranded
SJHGG021_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4683,0.4731,0.0587,Unstranded
SJHGG024_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4758,0.4785,0.0456,Unstranded
SJHGG024_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4752,0.4773,0.0475,Unstranded
SJHGG026_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4812,0.4841,0.0347,Unstranded
SJHGG027_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4667,0.4697,0.0636,Unstranded
SJHGG028_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4595,0.4637,0.0767,Unstranded
SJHGG031_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4827,0.4883,0.029,Unstranded
SJHGG032_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4681,0.472,0.0599,Unstranded
SJHGG033_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4716,0.477,0.0514,Unstranded
SJHGG034_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4659,0.4714,0.0627,Unstranded
SJHGG035_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.493,0.4984,0.0086,Unstranded
SJHGG039_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4691,0.4684,0.0625,Unstranded
SJHGG041_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4769,0.4793,0.0438,Unstranded
SJHGG042_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4734,0.4751,0.0514,Unstranded
SJHGG043_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4829,0.4876,0.0295,Unstranded
SJHGG045_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.473,0.4716,0.0554,Unstranded
SJHGG047_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4707,0.473,0.0563,Unstranded
SJHGG048_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4762,0.4755,0.0483,Unstranded
SJHGG049_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4838,0.4868,0.0294,Unstranded
SJHGG050_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4703,0.4731,0.0566,Unstranded
SJHGG052_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4907,0.4888,0.0205,Unstranded
SJHGG057_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.47,0.4714,0.0586,Unstranded
SJHGG058_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4704,0.4718,0.0578,Unstranded
SJHGG059_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4678,0.4727,0.0595,Unstranded
SJHGG060_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4847,0.486,0.0293,Unstranded
SJHGG062_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.479,0.4846,0.0364,Unstranded
SJHGG064_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4699,0.473,0.0572,Unstranded
SJHGG066_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4652,0.4684,0.0664,Unstranded
SJHGG070_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4631,0.4656,0.0713,Unstranded
SJHGG073_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4615,0.4637,0.0748,Unstranded
SJHGG075_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4824,0.4845,0.0331,Unstranded
SJHGG081_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4778,0.4831,0.0391,Unstranded
SJHGG082_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4869,0.4865,0.0266,Unstranded
SJHGG083_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4672,0.469,0.0638,Unstranded
SJHGG087_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4702,0.4732,0.0566,Unstranded
SJHGG089_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4823,0.4835,0.0342,Unstranded
SJHGG090_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.469,0.4735,0.0575,Unstranded
SJHGG091_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.488,0.492,0.0201,Unstranded
SJHGG094_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4731,0.4776,0.0492,Unstranded
SJHGG096_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4736,0.4752,0.0512,Unstranded
SJHGG099_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4762,0.4802,0.0436,Unstranded
SJHGG101_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4722,0.4724,0.0554,Unstranded
SJEPD030943_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG102_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.465,0.4677,0.0674,Unstranded
SJHGG103_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.482,0.4841,0.0339,Unstranded
SJHGG107_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4777,0.4817,0.0406,Unstranded
SJHGG112_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4733,0.4749,0.0518,Unstranded
SJHGG112_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4813,0.4865,0.0321,Unstranded
SJHGG115_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4633,0.4643,0.0724,Unstranded
SJHGG115_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4814,0.4824,0.0362,Unstranded
SJHGG127_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4701,0.4706,0.0593,Unstranded
SJHGG129_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4702,0.4734,0.0564,Unstranded
SJHGG136_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4628,0.4655,0.0717,Unstranded
SJHGG137_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4761,0.478,0.0458,Unstranded
SJHGG138_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.473,0.4725,0.0545,Unstranded
SJHGG139_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4695,0.0625,Unstranded
SJHGG140_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4702,0.4725,0.0573,Unstranded
SJHGG141_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4793,0.4792,0.0415,Unstranded
SJHGG142_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4772,0.4771,0.0457,Unstranded
SJHGG143_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.483,0.4875,0.0295,Unstranded
SJHGG144_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4712,0.4758,0.0529,Unstranded
SJHGG145_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4836,0.4882,0.0282,Unstranded
SJHGG146_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4837,0.4852,0.0311,Unstranded
SJHYPER025_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4826,0.4809,0.0365,Unstranded
SJEPD030972_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031093_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031102_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031137_D1,FFPE,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031138_D1,FFPE,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030393_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030505_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030540_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030570_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030635_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030801_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030860_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS031000_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJGIST030657_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHYPO020_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4793,0.4793,0.0415,Unstranded
SJHYPO107_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4739,0.4757,0.0504,Unstranded
SJHYPO108_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4732,0.4766,0.0502,Unstranded
SJHYPO112_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4736,0.4776,0.0488,Unstranded
SJHYPO121_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4774,0.4791,0.0435,Unstranded
SJHYPO147_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4695,0.4734,0.0571,Unstranded
SJHYPO151_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4805,0.481,0.0384,Unstranded
SJINF001_E,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4698,0.4753,0.0548,Unstranded
SJINF001_S,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4709,0.4723,0.0568,Unstranded
SJINF001102_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4897,0.4894,0.0208,Unstranded
SJINF002_E,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4717,0.4735,0.0548,Unstranded
SJINF002_S,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4705,0.4739,0.0556,Unstranded
SJINF003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4742,0.4767,0.0491,Unstranded
SJINF004_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4736,0.4748,0.0517,Unstranded
SJINF005_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4721,0.4705,0.0574,Unstranded
SJINF006_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4736,0.4787,0.0476,Unstranded
SJINF008_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4712,0.4721,0.0567,Unstranded
SJINF009_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4692,0.4723,0.0585,Unstranded
SJINF010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4693,0.4702,0.0605,Unstranded
SJINF011_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4742,0.0539,Unstranded
SJINF012_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4725,0.473,0.0546,Unstranded
SJINF013_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4762,0.4757,0.0481,Unstranded
SJINF014_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4695,0.4715,0.0589,Unstranded
SJINF015_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4682,0.4716,0.0603,Unstranded
SJINF016_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.476,0.4783,0.0457,Unstranded
SJINF017_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.469,0.4706,0.0604,Unstranded
SJINF018_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4743,0.4752,0.0505,Unstranded
SJINF019_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4698,0.4725,0.0577,Unstranded
SJINF020_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4698,0.4719,0.0583,Unstranded
SJINF021_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4732,0.474,0.0528,Unstranded
SJINF022_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4704,0.4722,0.0574,Unstranded
SJINF049_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4786,0.4774,0.0439,Unstranded
SJINF053_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4714,0.4728,0.0558,Unstranded
SJINF055_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4745,0.4758,0.0497,Unstranded
SJINF059_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4682,0.4725,0.0594,Unstranded
SJINF060_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4792,0.479,0.0418,Unstranded
SJINF060_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4738,0.4742,0.052,Unstranded
SJINF061_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4729,0.4736,0.0535,Unstranded
SJINF061_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4725,0.4746,0.0529,Unstranded
SJINF062_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4724,0.474,0.0536,Unstranded
SJINF063_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4742,0.4758,0.05,Unstranded
SJINF064_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4705,0.4701,0.0593,Unstranded
SJINF065_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.473,0.4747,0.0523,Unstranded
SJINF066_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4712,0.4743,0.0546,Unstranded
SJINF067_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4768,0.479,0.0443,Unstranded
SJINF068_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4693,0.4684,0.0623,Unstranded
SJINF068_F,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4675,0.4697,0.0628,Unstranded
SJINF069_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4739,0.4774,0.0487,Unstranded
SJINF070_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4758,0.4787,0.0455,Unstranded
SJINF071_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4747,0.4735,0.0518,Unstranded
SJINF073_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4727,0.4742,0.0531,Unstranded
SJINF073_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4715,0.4728,0.0557,Unstranded
